gcf_id	group	subgroup	genus	species_strain
GCF_900185995.1_BK1071	Proteobacteria	Gammaproteobacteria	Vibrio	cholerae
GCF_900186835.1_49950_F01	Proteobacteria	Gammaproteobacteria	Pasteurella	dagmatis
GCF_900186845.1_46338_E02	Proteobacteria	Betaproteobacteria	Bordetella	pertussis
GCF_900186855.1_48290_H02	Proteobacteria	Gammaproteobacteria	Legionella	pneumophila
GCF_900186865.1_49243_F02	Proteobacteria	Gammaproteobacteria	Stenotrophomonas	maltophilia
GCF_900186875.1_49677_F01	Proteobacteria	Betaproteobacteria	Neisseria	gonorrhoeae
GCF_900186885.1_48903_D01	Terrabacteria group	Firmicutes	Veillonella	parvula
GCF_900186895.1_48450_A02	Proteobacteria	Betaproteobacteria	Bordetella	hinzii
GCF_900186905.1_49923_G01	Proteobacteria	Gammaproteobacteria	Escherichia	coli
GCF_900186915.1_49699_A01	Proteobacteria	Betaproteobacteria	Neisseria	gonorrhoeae
GCF_900186925.1_48450_B02	Proteobacteria	Gammaproteobacteria	Legionella	pneumophila
GCF_900186935.1_49677_G01	Proteobacteria	Betaproteobacteria	Neisseria	gonorrhoeae
GCF_900186945.1_48903_E01	FCB group	Bacteroidetes/Chlorobi group	Riemerella	anatipestifer
GCF_900186955.1_49386_E02	Terrabacteria group	Firmicutes	Bacillus	pumilus
GCF_900186965.1_50592_C01	Proteobacteria	Gammaproteobacteria	Legionella	spiritensis
GCF_900186975.1_50569_F01	Terrabacteria group	Actinobacteria	Cutibacterium	granulosum
GCF_900186985.1_50377_C01	Terrabacteria group	Firmicutes	Staphylococcus	piscifermentans
GCF_900186995.1_50465_A02	Proteobacteria	Gammaproteobacteria	Haemophilus	pittmaniae
GCF_900187005.1_50569_B01	Terrabacteria group	Firmicutes	Staphylococcus	muscae
GCF_900187015.1_50465_F01	Proteobacteria	Gammaproteobacteria	Serratia	ficaria
GCF_900187025.1_49923_F01	Terrabacteria group	Firmicutes	Listeria	ivanovii_subsp._ivanovii
GCF_900187035.1_50279_G02	Terrabacteria group	Firmicutes	Megamonas	hypermegale
GCF_900187045.1_51485_B01	Terrabacteria group	Actinobacteria	Dermatophilus	congolensis
GCF_900187055.1_50377_D01	Terrabacteria group	Firmicutes	Staphylococcus	simiae
GCF_900187065.1_50465_H02	Terrabacteria group	Actinobacteria	Mycolicibacterium	thermoresistibile
GCF_900187075.1_50432_F01	Terrabacteria group	Firmicutes	Staphylococcus	stepanovicii
GCF_900187085.1_50624_E01	Terrabacteria group	Firmicutes	Streptococcus	merionis
GCF_900187095.1_51699_A01	Proteobacteria	Gammaproteobacteria	Legionella	waltersii
GCF_900187105.1_50618_F01	Proteobacteria	Betaproteobacteria	Eikenella	corrodens
GCF_900187115.1_51699_F01	Proteobacteria	delta/epsilon subdivisions	Arcobacter	butzleri
GCF_900187125.1_50592_G01	FCB group	Bacteroidetes/Chlorobi group	Sphingobacterium	mizutaii
GCF_900187135.1_51485_C02	Terrabacteria group	Actinobacteria	Corynebacterium	ulcerans
GCF_900187145.1_50818_H01	Terrabacteria group	Actinobacteria	Mycolicibacter	terrae
GCF_900187155.1_51726_C01	Proteobacteria	Gammaproteobacteria	Actinobacillus	suis
GCF_900187165.1_52121_G02	Terrabacteria group	Firmicutes	Clostridium	cochlearium
GCF_900187175.1_51342_A02	FCB group	Bacteroidetes/Chlorobi group	Odoribacter	splanchnicus
GCF_900187185.1_50618_E01	FCB group	Bacteroidetes/Chlorobi group	Chryseobacterium	taklimakanense
GCF_900187195.1_51485_F01	Terrabacteria group	Firmicutes	Listeria	ivanovii_subsp._ivanovii
GCF_900187205.1_52191_D01	Proteobacteria	Betaproteobacteria	Pandoraea	sputorum
GCF_900187215.1_52295_D01	Terrabacteria group	Actinobacteria	Corynebacterium	imitans
GCF_900187225.1_51881_G01	Terrabacteria group	Firmicutes	Listeria	monocytogenes
GCF_900187235.1_52184_D01	Terrabacteria group	Actinobacteria	Corynebacterium	urealyticum
GCF_900187245.1_51470_D02	Terrabacteria group	Firmicutes	Streptococcus	acidominimus
GCF_900187255.1_51184_F02	FCB group	Bacteroidetes/Chlorobi group	Capnocytophaga	haemolytica
GCF_900187265.1_52295_G01	Terrabacteria group	Actinobacteria	Rhodococcus	rhodochrous
GCF_900187275.1_51765_F01	Proteobacteria	Gammaproteobacteria	Pasteurella	multocida
GCF_900187285.1_51342_C02	Terrabacteria group	Firmicutes	Veillonella	rodentium
GCF_900187295.1_52191_E01	Terrabacteria group	Actinobacteria	Corynebacterium	cystitidis
GCF_900187305.1_51470_F02	Proteobacteria	Betaproteobacteria	Neisseria	zoodegmatis
GCF_900187315.1_52087_C01	Terrabacteria group	Firmicutes	Listeria	welshimeri
GCF_900187345.1_42650_A02	Proteobacteria	Betaproteobacteria	Bordetella	pertussis
GCF_900187355.1_51342_E02	Proteobacteria	Gammaproteobacteria	Legionella	lansingensis
GCF_900196735.1_Lactobacillus_bulgaricus_ACA-DC_87	Terrabacteria group	Firmicutes	Lactobacillus	delbrueckii_subsp._bulgaricus
GCF_900198195.1_Tjejuense_V1	FCB group	Bacteroidetes/Chlorobi group	Tenacibaculum	jejuense
GCF_900205275.1_403Ty	Proteobacteria	Gammaproteobacteria	Salmonella	enterica_subsp._enterica_serovar_Typhi
GCF_900199375.1_G142160_polished_assembly_ID17483	Terrabacteria group	Actinobacteria	Gordonibacter	urolithinfaciens
GCF_900205265.1_lupe_GEN0059_5	Proteobacteria	Gammaproteobacteria	Salmonella	enterica_subsp._enterica_serovar_Typhi
GCF_900205295.1_E98-3139	Proteobacteria	Gammaproteobacteria	Salmonella	enterica_subsp._enterica_serovar_Typhi
GCF_900205745.1_Lf_IMDO_130101	Terrabacteria group	Firmicutes	Lactobacillus	fermentum
GCF_900217235.1_DPRO_PRJEB22548_v1	Proteobacteria	delta/epsilon subdivisions	Pseudodesulfovibrio	profundus
GCF_900231165.1_HDIA1	Proteobacteria	Alphaproteobacteria	Hartmannibacter	diazotrophicus
GCF_900231475.1_LMNC088_complete_genome	Terrabacteria group	Firmicutes	Listeria	monocytogenes
GCF_900231485.1_JF5861_complete_genome	Terrabacteria group	Firmicutes	Listeria	monocytogenes
GCF_900232105.1_Kuenenia_stuttgartiensis_MBR1	PVC group	Planctomycetes	Candidatus	Kuenenia_stuttgartiensis
GCF_900233005.1_Vibrio_tapetis_CECT4600	Proteobacteria	Gammaproteobacteria	Vibrio	tapetis_subsp._tapetis
GCF_900234345.1_FLEC01_assembly_v1	Terrabacteria group	Firmicutes	Lactobacillus	sakei
GCF_900234355.1_JOUY64_assembly_v1	Terrabacteria group	Firmicutes	Lactobacillus	sakei
GCF_900234375.1_MFPB16A15_assembly_v1	Terrabacteria group	Firmicutes	Lactobacillus	sakei
GCF_900234395.1_JOUY54_assembly_v1	Terrabacteria group	Firmicutes	Lactobacillus	sakei
GCF_900234405.1_MFPB19A15_assembly_v1	Terrabacteria group	Firmicutes	Lactobacillus	sakei
GCF_900234795.1_TK0001_PRJEB23178_v1	Proteobacteria	Alphaproteobacteria	Methylorubrum	extorquens
GCF_900235815.1_CFBP3840	Proteobacteria	Gammaproteobacteria	Pseudomonas	syringae
GCF_900235825.1_CFBP4215	Proteobacteria	Gammaproteobacteria	Pseudomonas	syringae_pv._syringae
GCF_900235835.1_CFBP3846	Proteobacteria	Gammaproteobacteria	Pseudomonas	syringae_pv._avii
GCF_900235865.1_CFBP2118	Proteobacteria	Gammaproteobacteria	Pseudomonas	syringae_pv._syringae
GCF_900235885.1_CFBP6109	Proteobacteria	Gammaproteobacteria	Pseudomonas	syringae_pv._cerasicola
GCF_900235895.1_PL963	Proteobacteria	Gammaproteobacteria	Pseudomonas	cerasi
GCF_900235905.1_CFBP6411	Proteobacteria	Gammaproteobacteria	Pseudomonas	syringae_group_genomosp._3
GCF_900236335.1_Bru_genome7	Proteobacteria	Alphaproteobacteria	Brucella	melitensis
GCF_900236345.1_Bru_genome47	Proteobacteria	Alphaproteobacteria	Brucella	melitensis
GCF_900236355.1_Bru_genome20	Proteobacteria	Alphaproteobacteria	Brucella	melitensis
GCF_900236365.1_Bru_genome40	Proteobacteria	Alphaproteobacteria	Brucella	melitensis
GCF_900236375.1_Bru_genome9	Proteobacteria	Alphaproteobacteria	Brucella	melitensis
GCF_900236385.1_Bru_genome37	Proteobacteria	Alphaproteobacteria	Brucella	melitensis
GCF_900236395.1_Bru_genome41	Proteobacteria	Alphaproteobacteria	Brucella	melitensis
GCF_900236405.1_Bru_genome13	Proteobacteria	Alphaproteobacteria	Brucella	melitensis
GCF_900236415.1_Bru_genome48	Proteobacteria	Alphaproteobacteria	Brucella	melitensis
GCF_900236425.1_Bru_genome11	Proteobacteria	Alphaproteobacteria	Brucella	melitensis
GCF_900236435.1_Bru_genome23	Proteobacteria	Alphaproteobacteria	Brucella	melitensis
GCF_900236445.1_Bru_genome2	Proteobacteria	Alphaproteobacteria	Brucella	melitensis
GCF_900236455.1_Bru_genome44	Proteobacteria	Alphaproteobacteria	Brucella	melitensis
GCF_900236465.1_Bru_genome45	Proteobacteria	Alphaproteobacteria	Brucella	melitensis
GCF_900236475.1_NRRL3882	Terrabacteria group	Actinobacteria	Streptomyces	chartreusis_NRRL_3882
GCF_900236485.1_Bru_genome24	Proteobacteria	Alphaproteobacteria	Brucella	melitensis
GCF_900236495.1_Bru_genome46	Proteobacteria	Alphaproteobacteria	Brucella	melitensis
GCF_900236505.1_NRRL3882	Terrabacteria group	Actinobacteria	Streptomyces	chartreusis_NRRL_3882
GCF_900236515.1_Bru_genome43	Proteobacteria	Alphaproteobacteria	Brucella	melitensis
GCF_900236525.1_Bru_genome6	Proteobacteria	Alphaproteobacteria	Brucella	melitensis
GCF_900236535.1_Bru_genome4	Proteobacteria	Alphaproteobacteria	Brucella	melitensis
GCF_900236545.1_Bru_genome36	Proteobacteria	Alphaproteobacteria	Brucella	melitensis
GCF_900236555.1_Bru_genome5	Proteobacteria	Alphaproteobacteria	Brucella	melitensis
GCF_900236565.1_Bru_genome8	Proteobacteria	Alphaproteobacteria	Brucella	melitensis
GCF_900236575.1_Bru_genome10	Proteobacteria	Alphaproteobacteria	Brucella	melitensis
GCF_900236585.1_Bru_genome1	Proteobacteria	Alphaproteobacteria	Brucella	melitensis
GCF_900239945.1_Chlamydia_sp._nov._H15-1957-10C	PVC group	Chlamydiae	Chlamydia	sp._H15-1957-10C
GCF_900239975.1_Chlamydia_sp._S15-834K	PVC group	Chlamydiae	Chlamydia	sp._S15-834C
GCF_900243355.1_RW109	Proteobacteria	Gammaproteobacteria	Pseudomonas	aeruginosa
GCF_900275645.1_JF5203_1	Terrabacteria group	Firmicutes	Listeria	monocytogenes
GCF_900289045.1_MPGL2	Terrabacteria group	Actinobacteria	Micropruina	glycogenica
GCF_900312975.1_PRJEB24953	Terrabacteria group	Firmicutes	Massilistercora	timonensis
GCF_900322585.1_Lactobacillus_delbrueckii_subsp._lactis	Terrabacteria group	Firmicutes	Lactobacillus	delbrueckii_subsp._lactis
GCF_900323905.1_24117-WT	Terrabacteria group	Firmicutes	Staphylococcus	aureus
GCF_900323925.1_1549-WT	Terrabacteria group	Firmicutes	Staphylococcus	aureus
GCF_900323945.1_CNR48	Proteobacteria	Gammaproteobacteria	Klebsiella	pneumoniae
GCF_900323955.1_1549-REV	Terrabacteria group	Firmicutes	Staphylococcus	aureus
GCF_900323965.1_1549-SCV	Terrabacteria group	Firmicutes	Staphylococcus	aureus
GCF_900324035.1_BRAD3257	Proteobacteria	Alphaproteobacteria	Bradyrhizobium	sp._ORS_3257
GCF_900324045.1_24117-REV	Terrabacteria group	Firmicutes	Staphylococcus	aureus
GCF_900324065.1_24117-SCV	Terrabacteria group	Firmicutes	Staphylococcus	aureus
GCF_900324205.1_1_1439	Terrabacteria group	Firmicutes	Staphylococcus	aureus
GCF_900324215.1_3_LA_115	Terrabacteria group	Firmicutes	Staphylococcus	aureus
GCF_900324225.1_7_4623	Terrabacteria group	Firmicutes	Staphylococcus	aureus
GCF_900324235.1_5_3949	Terrabacteria group	Firmicutes	Staphylococcus	aureus
GCF_900324245.1_8_LA_272	Terrabacteria group	Firmicutes	Staphylococcus	aureus
GCF_900324255.1_2_LA_86	Terrabacteria group	Firmicutes	Staphylococcus	aureus
GCF_900324265.1_9_LA_281	Terrabacteria group	Firmicutes	Staphylococcus	aureus
GCF_900324275.1_6_LA_232	Terrabacteria group	Firmicutes	Staphylococcus	aureus
GCF_900324285.1_4_LA_208	Terrabacteria group	Firmicutes	Staphylococcus	aureus
GCF_900324295.1_16_LA_309	Terrabacteria group	Firmicutes	Staphylococcus	aureus
GCF_900324305.1_13_LA_301	Terrabacteria group	Firmicutes	Staphylococcus	aureus
GCF_900324315.1_12_LA_293	Terrabacteria group	Firmicutes	Staphylococcus	aureus
GCF_900324325.1_14_5418	Terrabacteria group	Firmicutes	Staphylococcus	aureus
GCF_900324335.1_15_LA_305	Terrabacteria group	Firmicutes	Staphylococcus	aureus
GCF_900324345.1_17_LA_343	Terrabacteria group	Firmicutes	Staphylococcus	aureus
GCF_900324355.1_10_5235	Terrabacteria group	Firmicutes	Staphylococcus	aureus
GCF_900324365.1_19_LA_388	Terrabacteria group	Firmicutes	Staphylococcus	aureus
GCF_900324385.1_20_LA_415	Terrabacteria group	Firmicutes	Staphylococcus	aureus
GCF_900324405.1_21_LA_436	Terrabacteria group	Firmicutes	Staphylococcus	aureus
GCF_900324415.1_22_LA_562	Terrabacteria group	Firmicutes	Staphylococcus	aureus
GCF_900324425.1_48853_H01	Proteobacteria	Gammaproteobacteria	Vibrio	cholerae
GCF_900324445.1_48853_G01	Proteobacteria	Gammaproteobacteria	Vibrio	cholerae
GCF_900324455.1_48853_A02	Proteobacteria	Gammaproteobacteria	Vibrio	cholerae
GCF_900324475.1_EB-247	Proteobacteria	Gammaproteobacteria	Enterobacter	bugandensis
GCF_900327235.1_UT176	Proteobacteria	Alphaproteobacteria	Orientia	tsutsugamushi
GCF_900327245.1_Gilliam	Proteobacteria	Alphaproteobacteria	Orientia	tsutsugamushi_str._Gilliam
GCF_900327835.1_VS366	Proteobacteria	Betaproteobacteria	Bordetella	pertussis
GCF_900327845.1_VS393	Proteobacteria	Betaproteobacteria	Bordetella	pertussis
GCF_900327855.1_VS377	Proteobacteria	Betaproteobacteria	Bordetella	pertussis
GCF_900327865.1_VS401	Proteobacteria	Betaproteobacteria	Bordetella	pertussis
GCF_900332045.1_Brochothrix_thermosphacta_CD_337	Terrabacteria group	Firmicutes	Brochothrix	thermosphacta
GCF_900343015.1_ARADv1	Proteobacteria	Gammaproteobacteria	Arsenophonus	endosymbiont_of_Aleurodicus_dispersus
GCF_900343095.1_PRJEB25867	Terrabacteria group	Firmicutes	Dialister	massiliensis
GCF_900343145.1_PRJEB25875	Terrabacteria group	Actinobacteria	Tessaracoccus	timonensis
GCF_900465055.1_MORIYA_PRJEB24680v2	Proteobacteria	Gammaproteobacteria	Moritella	yayanosii
GCF_900465355.1_Ran1-1	Bacteria incertae sedis	Bacteria candidate phyla	Candidatus	Bipolaricaulis_anaerobius
GCF_900474445.1_39641_B02	Proteobacteria	Gammaproteobacteria	Escherichia	coli
GCF_900474455.1_42017_D01	Terrabacteria group	Firmicutes	Streptococcus	pyogenes
GCF_900474495.1_38344_F01	Proteobacteria	Gammaproteobacteria	Escherichia	coli
GCF_900474525.1_40677_F01	Terrabacteria group	Firmicutes	Staphylococcus	aureus
GCF_900474535.1_40853_C01	Terrabacteria group	Firmicutes	Staphylococcus	aureus
GCF_900474555.1_40657_E01	Terrabacteria group	Firmicutes	Staphylococcus	aureus
GCF_900474565.1_41315_B01	Terrabacteria group	Firmicutes	Staphylococcus	aureus
GCF_900474575.1_40415_F02	Terrabacteria group	Firmicutes	Staphylococcus	aureus
GCF_900474585.1_41315_E01	Terrabacteria group	Firmicutes	Staphylococcus	hyicus
GCF_900474605.1_41594_C01	Terrabacteria group	Firmicutes	Enterococcus	cecorum
GCF_900474615.1_40295_D02	Terrabacteria group	Firmicutes	Staphylococcus	sciuri_subsp._sciuri
GCF_900474625.1_39888_E01	Proteobacteria	Gammaproteobacteria	Escherichia	coli
GCF_900474645.1_41767_A01	Terrabacteria group	Firmicutes	Streptococcus	pyogenes
GCF_900474665.1_41236_D02	Terrabacteria group	Firmicutes	Staphylococcus	aureus
GCF_900474675.1_40961_F01	Terrabacteria group	Firmicutes	Staphylococcus	aureus
GCF_900474685.1_40961_B01	Terrabacteria group	Firmicutes	Staphylococcus	simulans
GCF_900474695.1_41004_B01	Terrabacteria group	Firmicutes	Staphylococcus	aureus
GCF_900474705.1_41236_B02	Terrabacteria group	Firmicutes	Staphylococcus	lugdunensis
GCF_900474715.1_41004_D01	Terrabacteria group	Firmicutes	Staphylococcus	aureus
GCF_900474725.1_40677_A01	Terrabacteria group	Firmicutes	Staphylococcus	aureus
GCF_900474735.1_40871_F01	Terrabacteria group	Firmicutes	Staphylococcus	aureus
GCF_900474745.1_41800_E02	Terrabacteria group	Firmicutes	Streptococcus	pyogenes
GCF_900474755.1_41236_E02	Terrabacteria group	Firmicutes	Staphylococcus	aureus
GCF_900474765.1_41800_G01	Terrabacteria group	Firmicutes	Streptococcus	pyogenes
GCF_900474775.1_41800_G02	Terrabacteria group	Firmicutes	Streptococcus	pyogenes
GCF_900474785.1_41767_C01	Terrabacteria group	Firmicutes	Streptococcus	dysgalactiae_subsp._equisimilis
GCF_900474795.1_41767_B01	Terrabacteria group	Firmicutes	Streptococcus	pyogenes
GCF_900474805.1_41800_D01	Terrabacteria group	Firmicutes	Streptococcus	equi_subsp._zooepidemicus
GCF_900474815.1_41800_F01	Terrabacteria group	Firmicutes	Streptococcus	pyogenes
GCF_900474825.1_41800_B02	Terrabacteria group	Firmicutes	Streptococcus	pyogenes
GCF_900474835.1_41800_H02	Terrabacteria group	Firmicutes	Streptococcus	pyogenes
GCF_900474845.1_41906_C02	Terrabacteria group	Firmicutes	Streptococcus	pyogenes
GCF_900474855.1_41825_E01	Terrabacteria group	Firmicutes	Streptococcus	pyogenes
GCF_900474865.1_41906_D02	Terrabacteria group	Firmicutes	Streptococcus	pyogenes
GCF_900474875.1_41851_B01	Terrabacteria group	Firmicutes	Streptococcus	equi_subsp._zooepidemicus
GCF_900474885.1_41851_E01	Terrabacteria group	Firmicutes	Streptococcus	pyogenes
GCF_900474895.1_42042_C02	Terrabacteria group	Firmicutes	Streptococcus	pyogenes
GCF_900474905.1_42042_A02	Terrabacteria group	Firmicutes	Streptococcus	agalactiae
GCF_900474915.1_41851_G01	Terrabacteria group	Firmicutes	Streptococcus	pyogenes
GCF_900474925.1_41885_G01	Terrabacteria group	Firmicutes	Streptococcus	pyogenes
GCF_900474935.1_41851_F01	Terrabacteria group	Firmicutes	Streptococcus	pyogenes
GCF_900474945.1_42017_E01	Terrabacteria group	Firmicutes	Streptococcus	pyogenes
GCF_900474955.1_41800_H01	Terrabacteria group	Firmicutes	Streptococcus	pyogenes
GCF_900474965.1_41825_D01	Terrabacteria group	Firmicutes	Streptococcus	pyogenes
GCF_900474975.1_41906_B02	Terrabacteria group	Firmicutes	Streptococcus	pyogenes
GCF_900474985.1_41965_C01	Terrabacteria group	Firmicutes	Streptococcus	thermophilus
GCF_900474995.1_41906_H01	Terrabacteria group	Firmicutes	Streptococcus	pyogenes
GCF_900475005.1_41906_F02	Terrabacteria group	Firmicutes	Streptococcus	pyogenes
GCF_900475015.1_41975_E01	Terrabacteria group	Firmicutes	Streptococcus	gordonii
GCF_900475025.1_41906_G01	Terrabacteria group	Firmicutes	Streptococcus	ferus
GCF_900475035.1_41965_F01	Terrabacteria group	Firmicutes	Streptococcus	pyogenes
GCF_900475045.1_42290_B02	Terrabacteria group	Firmicutes	Streptococcus	sanguinis
GCF_900475055.1_42197_E02	Terrabacteria group	Firmicutes	Staphylococcus	aureus
GCF_900475065.1_42545_C02	Terrabacteria group	Firmicutes	Streptococcus	lutetiensis
GCF_900475075.1_42290_F02	Terrabacteria group	Firmicutes	Streptococcus	pyogenes
GCF_900475085.1_42206_C01	Terrabacteria group	Firmicutes	Streptococcus	pyogenes
GCF_900475095.1_42197_E01	Terrabacteria group	Firmicutes	Streptococcus	mutans
GCF_900475105.1_41975_C01	Terrabacteria group	Firmicutes	Streptococcus	pyogenes
GCF_900475115.1_42197_A01	Terrabacteria group	Firmicutes	Streptococcus	pyogenes
GCF_900475125.1_42042_H01	Terrabacteria group	Firmicutes	Streptococcus	equi_subsp._zooepidemicus
GCF_900475135.1_41906_H02	Terrabacteria group	Firmicutes	Streptococcus	pyogenes
GCF_900475145.1_42727_G01	Terrabacteria group	Firmicutes	Streptococcus	dysgalactiae_subsp._equisimilis
GCF_900475155.1_41975_A01	Terrabacteria group	Firmicutes	Streptococcus	pyogenes
GCF_900475165.1_42731_D01	Terrabacteria group	Firmicutes	Streptococcus	pyogenes
GCF_900475175.1_42912_A02	Terrabacteria group	Firmicutes	Streptococcus	pyogenes
GCF_900475185.1_42197_A02	Terrabacteria group	Firmicutes	Streptococcus	dysgalactiae_subsp._equisimilis
GCF_900475195.1_42650_C01	Proteobacteria	Gammaproteobacteria	Actinobacillus	pleuropneumoniae
GCF_900475215.1_42727_B01	Proteobacteria	Gammaproteobacteria	Pseudomonas	fluorescens
GCF_900475225.1_42685_C01	Terrabacteria group	Firmicutes	Streptococcus	salivarius
GCF_900475235.1_43116_D01	Terrabacteria group	Tenericutes	Mycoplasma	synoviae
GCF_900475245.1_43024_E01	Terrabacteria group	Firmicutes	Staphylococcus	aureus_subsp._aureus_NCTC_8325
GCF_900475255.1_42545_F02	Terrabacteria group	Firmicutes	Streptococcus	dysgalactiae_subsp._equisimilis
GCF_900475265.1_43024_F01	Proteobacteria	delta/epsilon subdivisions	Campylobacter	jejuni_subsp._jejuni
GCF_900475275.1_42685_F01	Terrabacteria group	Firmicutes	Streptococcus	sanguinis
GCF_900475285.1_43222_B01	Proteobacteria	Gammaproteobacteria	Pseudomonas	taetrolens
GCF_900475295.1_43188_D01	Terrabacteria group	Firmicutes	Streptococcus	equi_subsp._zooepidemicus
GCF_900475305.1_43721_E02	Terrabacteria group	Firmicutes	Streptococcus	pneumoniae
GCF_900475315.1_43721_G02	Proteobacteria	Betaproteobacteria	Neisseria	cinerea
GCF_900475335.1_42912_D01	Terrabacteria group	Firmicutes	Streptococcus	pyogenes
GCF_900475345.1_42731_H01	Proteobacteria	Alphaproteobacteria	Bartonella	quintana
GCF_900475355.1_44087_E01	Terrabacteria group	Firmicutes	Streptococcus	agalactiae
GCF_900475365.1_43908_G01	Terrabacteria group	Firmicutes	Streptococcus	sobrinus
GCF_900475375.1_42685_B01	FCB group	Bacteroidetes/Chlorobi group	Elizabethkingia	meningoseptica
GCF_900475385.1_43597_G01	Terrabacteria group	Firmicutes	Streptococcus	gordonii
GCF_900475395.1_43908_H01	Terrabacteria group	Firmicutes	Streptococcus	sobrinus
GCF_900475405.1_44087_C01	Proteobacteria	Gammaproteobacteria	Stenotrophomonas	maltophilia
GCF_900475415.1_42206_H01	Terrabacteria group	Firmicutes	Streptococcus	porcinus
GCF_900475425.1_43908_F01	Terrabacteria group	Firmicutes	Streptococcus	pyogenes
GCF_900475445.1_42727_F01	Terrabacteria group	Firmicutes	Streptococcus	cristatus_ATCC_51100
GCF_900475455.1_44451_G01	Terrabacteria group	Firmicutes	Streptococcus	pyogenes
GCF_900475465.1_42969_C01	Terrabacteria group	Firmicutes	Streptococcus	pyogenes
GCF_900475475.1_44503_G02	Terrabacteria group	Firmicutes	Streptococcus	pyogenes
GCF_900475485.1_42969_E01	Terrabacteria group	Firmicutes	Streptococcus	pyogenes
GCF_900475495.1_44626_H01	Terrabacteria group	Firmicutes	Streptococcus	pyogenes
GCF_900475505.1_42925_G01	Terrabacteria group	Firmicutes	Streptococcus	sanguinis
GCF_900475515.1_42731_F01	Terrabacteria group	Firmicutes	Streptococcus	pneumoniae
GCF_900475525.1_44738_D02	Terrabacteria group	Firmicutes	Streptococcus	pyogenes
GCF_900475535.1_44310_E01	Proteobacteria	Gammaproteobacteria	Haemophilus	influenzae
GCF_900475545.1_44310_G02	Terrabacteria group	Firmicutes	Clostridium	perfringens
GCF_900475555.1_44257_B01	Terrabacteria group	Actinobacteria	Micrococcus	luteus_NCTC_2665
GCF_900475565.1_42912_A01	Terrabacteria group	Firmicutes	Streptococcus	pyogenes
GCF_900475575.1_44257_A01	Proteobacteria	Betaproteobacteria	Achromobacter	xylosoxidans
GCF_900475585.1_44087_H01	Terrabacteria group	Firmicutes	Streptococcus	suis
GCF_900475595.1_44343_G01	Terrabacteria group	Firmicutes	Streptococcus	uberis
GCF_900475615.1_44451_E01	Terrabacteria group	Firmicutes	Streptococcus	pyogenes
GCF_900475625.1_45709_F01	Terrabacteria group	Firmicutes	Lactobacillus	brevis
GCF_900475635.1_45076_H01	Terrabacteria group	Actinobacteria	Corynebacterium	ulcerans
GCF_900475645.1_44927_B01	Terrabacteria group	Firmicutes	Streptococcus	pyogenes
GCF_900475655.1_45076_A02	Terrabacteria group	Actinobacteria	Corynebacterium	renale
GCF_900475665.1_45813_D02	Proteobacteria	Betaproteobacteria	Bordetella	pertussis
GCF_900475675.1_45473_D02	Terrabacteria group	Firmicutes	Streptococcus	lutetiensis
GCF_900475685.1_46463_B01	Proteobacteria	Gammaproteobacteria	Stenotrophomonas	maltophilia
GCF_900475695.1_46463_C01	Terrabacteria group	Firmicutes	Streptococcus	uberis
GCF_900475705.1_44858_B01	Terrabacteria group	Firmicutes	Streptococcus	pyogenes
GCF_900475715.1_44927_A02	Terrabacteria group	Firmicutes	Streptococcus	gallolyticus
GCF_900475725.1_46166_D01	Terrabacteria group	Firmicutes	Streptococcus	dysgalactiae_subsp._equisimilis
GCF_900475735.1_45813_H02	Proteobacteria	Gammaproteobacteria	Legionella	pneumophila
GCF_900475745.1_45532_D01	Proteobacteria	Gammaproteobacteria	Legionella	pneumophila_subsp._pascullei
GCF_900475755.1_45214_B02	Proteobacteria	Gammaproteobacteria	Haemophilus	influenzae
GCF_900475765.1_46931_G01	Terrabacteria group	Firmicutes	Streptococcus	pyogenes
GCF_900475775.1_46941_E01	Terrabacteria group	Actinobacteria	Corynebacterium	ulcerans
GCF_900475785.1_46514_A03	Terrabacteria group	Firmicutes	Streptococcus	pyogenes
GCF_900475795.1_46514_A02	Terrabacteria group	Firmicutes	Streptococcus	pyogenes
GCF_900475805.1_46514_B03	Terrabacteria group	Firmicutes	Streptococcus	pneumoniae
GCF_900475815.1_46758_G01	Proteobacteria	Betaproteobacteria	Neisseria	elongata_subsp._glycolytica
GCF_900475825.1_46693_H02	Proteobacteria	Gammaproteobacteria	Salmonella	enterica_subsp._enterica_serovar_Thompson
GCF_900475835.1_45232_G01	Terrabacteria group	Actinobacteria	Jonesia	denitrificans
GCF_900475845.1_46758_E01	Proteobacteria	Betaproteobacteria	Bordetella	parapertussis
GCF_900475855.1_46338_B02	Proteobacteria	Gammaproteobacteria	Providencia	heimbachae
GCF_900475865.1_46338_A02	Terrabacteria group	Firmicutes	Streptococcus	pyogenes
GCF_900475875.1_47297_B01	Terrabacteria group	Firmicutes	Streptococcus	pyogenes
GCF_900475885.1_49595_C01	Proteobacteria	Gammaproteobacteria	Haemophilus	aegyptius
GCF_900475895.1_47972_E02	Proteobacteria	Gammaproteobacteria	Salmonella	enterica
GCF_900475905.1_49595_E01	Proteobacteria	Betaproteobacteria	Kingella	kingae
GCF_900475915.1_48128_H02	Terrabacteria group	Actinobacteria	Arcanobacterium	haemolyticum
GCF_900475925.1_46514_A01	Terrabacteria group	Firmicutes	Streptococcus	pyogenes
GCF_900475935.1_48450_H02	Proteobacteria	delta/epsilon subdivisions	Campylobacter	fetus_subsp._fetus
