,group,subgroup,genus,species_strain,group_id,subgroup_id,genus_id,species_strain_id
GCF_004088395.1,FCB group,Bacteroidetes/Chlorobi group,Ornithobacterium,rhinotracheale,11,6,674,3898
GCF_004089895.1,Proteobacteria,Gammaproteobacteria,Kosakonia,cowanii,16,25,470,1176
GCF_004101325.1,Terrabacteria group,Firmicutes,Lactobacillus,plantarum,20,23,487,3424
GCF_004101345.1,Terrabacteria group,Firmicutes,Bacillus,subtilis,20,23,113,5207
GCF_004101365.1,Terrabacteria group,Firmicutes,Bacillus,subtilis,20,23,113,5207
GCF_004101385.1,Terrabacteria group,Firmicutes,Enterococcus,faecium,20,23,309,1749
GCF_004101405.1,Terrabacteria group,Firmicutes,Bacillus,subtilis,20,23,113,5207
GCF_004101425.1,Terrabacteria group,Firmicutes,Bacillus,subtilis,20,23,113,5207
GCF_004101445.1,Terrabacteria group,Firmicutes,Bacillus,subtilis,20,23,113,5207
GCF_004101465.1,Terrabacteria group,Firmicutes,Bacillus,subtilis,20,23,113,5207
GCF_004101485.1,Terrabacteria group,Firmicutes,Bacillus,subtilis,20,23,113,5207
GCF_004101505.1,Terrabacteria group,Firmicutes,Lactobacillus,plantarum,20,23,487,3424
GCF_004101525.1,Terrabacteria group,Firmicutes,Bacillus,licheniformis,20,23,113,2536
GCF_004101545.1,Terrabacteria group,Firmicutes,Lactobacillus,plantarum,20,23,487,3424
GCF_004101565.1,Terrabacteria group,Firmicutes,Bacillus,subtilis,20,23,113,5207
GCF_004101585.1,Terrabacteria group,Firmicutes,Pediococcus,acidilactici,20,23,712,41
GCF_004101625.1,Terrabacteria group,Firmicutes,Lactobacillus,plantarum,20,23,487,3424
GCF_004101645.1,Terrabacteria group,Firmicutes,Lactobacillus,plantarum,20,23,487,3424
GCF_004101665.1,Terrabacteria group,Firmicutes,Listeria,monocytogenes,20,23,515,2866
GCF_004101685.1,Proteobacteria,Gammaproteobacteria,Acinetobacter,baumannii,16,25,20,579
GCF_004101705.1,Proteobacteria,Gammaproteobacteria,Acinetobacter,baumannii,16,25,20,579
GCF_004101725.1,Proteobacteria,Gammaproteobacteria,Acinetobacter,baumannii,16,25,20,579
GCF_004101745.1,Proteobacteria,Gammaproteobacteria,Acinetobacter,baumannii,16,25,20,579
GCF_004101785.1,Terrabacteria group,Firmicutes,Gudongella,oleilytica,20,23,394,3115
GCF_004101805.1,Terrabacteria group,Firmicutes,Bacillus,velezensis,20,23,113,5693
GCF_004101825.1,Terrabacteria group,Firmicutes,Clostridium,septicum,20,23,207,4068
GCF_004101845.1,Terrabacteria group,Firmicutes,Lactobacillus,curvatus_JCM_1096_=_DSM_20019,20,23,487,1212
GCF_004101865.1,Terrabacteria group,Firmicutes,Halobacillus,litoralis,20,23,405,2558
GCF_004101885.1,Terrabacteria group,Firmicutes,Lysinibacillus,sphaericus,20,23,523,5141
GCF_004101925.1,Terrabacteria group,Firmicutes,Bacillus,aerophilus,20,23,113,96
GCF_004101945.1,Terrabacteria group,Firmicutes,Bacillus,subtilis,20,23,113,5207
GCF_004102025.1,Terrabacteria group,Actinobacteria,Actinomyces,qiguomingii,20,2,25,3846
GCF_004102045.1,Terrabacteria group,Firmicutes,Oenococcus,sicerae,20,23,663,4081
GCF_004102585.1,Terrabacteria group,Firmicutes,Leuconostoc,mesenteroides,20,23,509,2790
GCF_004102605.1,Terrabacteria group,Firmicutes,Pediococcus,acidilactici,20,23,712,41
GCF_004102625.1,Proteobacteria,Gammaproteobacteria,Klebsiella,michiganensis,16,25,465,2811
GCF_004102665.1,Proteobacteria,Gammaproteobacteria,Pseudomonas,aeruginosa,16,25,776,97
GCF_004102925.1,Proteobacteria,Alphaproteobacteria,Brevundimonas,diminuta,16,3,149,1312
GCF_004102945.1,Bacteria incertae sedis,Vampirococcus,Vampirococcus,sp._LiM,2,39,1025,4635
GCF_004103475.1,Terrabacteria group,Firmicutes,Enterococcus,faecium,20,23,309,1749
GCF_004103495.1,Terrabacteria group,Firmicutes,Lactobacillus,plantarum,20,23,487,3424
GCF_004103515.1,Terrabacteria group,Firmicutes,Lactobacillus,plantarum,20,23,487,3424
GCF_004103535.1,Terrabacteria group,Firmicutes,Bacillus,subtilis,20,23,113,5207
GCF_004103555.1,Terrabacteria group,Firmicutes,Bacillus,subtilis,20,23,113,5207
GCF_004103575.1,Terrabacteria group,Firmicutes,Bacillus,licheniformis,20,23,113,2536
GCF_004103595.1,Terrabacteria group,Firmicutes,Bacillus,subtilis,20,23,113,5207
GCF_004103615.1,Terrabacteria group,Firmicutes,Bacillus,glycinifermentans,20,23,113,2033
GCF_004103635.1,Terrabacteria group,Firmicutes,Pediococcus,acidilactici,20,23,712,41
GCF_004103655.1,Terrabacteria group,Firmicutes,Weissella,cibaria,20,23,1037,965
GCF_004103675.1,Terrabacteria group,Firmicutes,Leuconostoc,mesenteroides,20,23,509,2790
GCF_004103695.1,Terrabacteria group,Firmicutes,Clostridium,sp._JN-9,20,23,207,4557
GCF_004103715.1,Terrabacteria group,Firmicutes,Tissierellia,sp._JN-28,20,23,1007,4556
GCF_004103735.1,Terrabacteria group,Firmicutes,Aminipila,sp._JN-18,20,23,62,4555
GCF_004103755.1,Terrabacteria group,Firmicutes,Caproiciproducens,sp._NJN-50,20,23,167,4750
GCF_004103775.1,Proteobacteria,Gammaproteobacteria,Citrobacter,freundii,16,25,201,1889
GCF_004103875.1,Terrabacteria group,Firmicutes,Bacillus,sp._WR11,20,23,113,5044
GCF_004104415.1,Proteobacteria,delta/epsilon subdivisions,Corallococcus,coralloides,16,43,220,1168
GCF_004104435.1,PVC group,Verrucomicrobia,Akkermansia,muciniphila,15,40,44,2952
GCF_004104465.1,Proteobacteria,Gammaproteobacteria,Haemophilus,parainfluenzae,16,25,397,3229
GCF_004104485.1,Terrabacteria group,Actinobacteria,Streptomyces,sp._endophyte_N2,20,2,923,5105
GCF_004104505.1,Terrabacteria group,Actinobacteria,Streptomyces,sp._M2,20,2,923,4645
GCF_004114395.1,Proteobacteria,Gammaproteobacteria,Escherichia,coli,16,25,316,1027
GCF_004114615.1,Proteobacteria,Gammaproteobacteria,Dyella,sp._M7H15-1,16,25,294,4655
GCF_004114715.1,Terrabacteria group,Firmicutes,Bacillus,coagulans,20,23,113,1018
GCF_004114735.1,Terrabacteria group,Firmicutes,Streptococcus,thermophilus,20,23,921,5399
GCF_004114755.1,Terrabacteria group,Firmicutes,Lactobacillus,helveticus,20,23,487,2138
GCF_004114795.1,Proteobacteria,Betaproteobacteria,Janthinobacterium,sp._17J80-10,16,7,452,4172
GCF_004114895.1,Terrabacteria group,Actinobacteria,Corynebacterium,pelargi,20,2,222,3295
GCF_004114915.1,Proteobacteria,Alphaproteobacteria,Bradyrhizobium,guangxiense,16,3,143,2068
GCF_004114935.1,Proteobacteria,Alphaproteobacteria,Bradyrhizobium,zhanjiangense,16,3,143,5837
GCF_004114955.1,Proteobacteria,Alphaproteobacteria,Bradyrhizobium,guangzhouense,16,3,143,2069
GCF_004114975.1,Proteobacteria,Alphaproteobacteria,Bradyrhizobium,guangdongense,16,3,143,2067
GCF_004116955.1,Terrabacteria group,Firmicutes,Bacillus,vallismortis,20,23,113,5673
GCF_004116975.1,Proteobacteria,Gammaproteobacteria,Proteus,hauseri,16,25,766,2127
GCF_004116995.1,Terrabacteria group,Firmicutes,Bacillus,thermocopriae,20,23,113,5383
GCF_004117015.1,Terrabacteria group,Actinobacteria,Micrococcus,luteus,20,2,586,2602
GCF_004117035.1,Proteobacteria,Alphaproteobacteria,Sulfitobacter,donghicola,16,3,926,1346
GCF_004117055.1,Terrabacteria group,Firmicutes,Brevibacillus,agri,20,23,147,163
GCF_004117095.1,Terrabacteria group,Firmicutes,Paenibacillus,chitinolyticus,20,23,683,931
GCF_004117115.1,Proteobacteria,Gammaproteobacteria,Vibrio,cholerae,16,25,1031,946
GCF_004117135.1,Proteobacteria,Gammaproteobacteria,Pantoea,agglomerans,16,25,690,157
GCF_004118875.1,Proteobacteria,Gammaproteobacteria,Enterobacter,hormaechei,16,25,307,2188
GCF_004118915.1,Proteobacteria,Gammaproteobacteria,Escherichia,coli_O157:H7,16,25,316,1095
GCF_004118935.1,Terrabacteria group,Actinobacteria,Salinibacterium,sp._UTAS2018,20,2,846,5010
GCF_004118955.1,Proteobacteria,Gammaproteobacteria,Klebsiella,pneumoniae,16,25,465,3454
GCF_004118975.1,Proteobacteria,Gammaproteobacteria,Luteimonas,sp._YGD11-2,16,25,519,5077
GCF_004118995.1,Terrabacteria group,Firmicutes,Staphylococcus,aureus,20,23,912,459
GCF_004119535.1,Terrabacteria group,Firmicutes,Bacillus,subtilis,20,23,113,5207
GCF_004119555.1,Terrabacteria group,Firmicutes,Bacillus,subtilis,20,23,113,5207
GCF_004119575.1,Terrabacteria group,Firmicutes,Bacillus,velezensis,20,23,113,5693
GCF_004119595.1,Terrabacteria group,Firmicutes,Bacillus,subtilis,20,23,113,5207
GCF_004119615.1,Terrabacteria group,Firmicutes,Bacillus,subtilis,20,23,113,5207
GCF_004119635.1,Terrabacteria group,Firmicutes,Bacillus,subtilis,20,23,113,5207
GCF_004119655.1,Terrabacteria group,Firmicutes,Bacillus,subtilis,20,23,113,5207
GCF_004119675.1,Terrabacteria group,Firmicutes,Bacillus,subtilis,20,23,113,5207
GCF_004119695.1,Terrabacteria group,Firmicutes,Bacillus,subtilis,20,23,113,5207
GCF_004119715.1,Terrabacteria group,Firmicutes,Bacillus,subtilis,20,23,113,5207
GCF_004119735.1,Terrabacteria group,Firmicutes,Bacillus,velezensis,20,23,113,5693
GCF_004119755.1,Terrabacteria group,Firmicutes,Bacillus,licheniformis,20,23,113,2536
GCF_004119775.1,Terrabacteria group,Firmicutes,Bacillus,subtilis,20,23,113,5207
GCF_004119795.1,Terrabacteria group,Firmicutes,Bacillus,licheniformis,20,23,113,2536
GCF_004119815.1,Terrabacteria group,Firmicutes,Bacillus,subtilis,20,23,113,5207
GCF_004119835.1,Terrabacteria group,Firmicutes,Bacillus,subtilis,20,23,113,5207
GCF_004119855.1,Terrabacteria group,Firmicutes,Bacillus,velezensis,20,23,113,5693
GCF_004119875.1,Terrabacteria group,Firmicutes,Bacillus,subtilis,20,23,113,5207
GCF_004119955.1,Proteobacteria,Gammaproteobacteria,Klebsiella,pneumoniae,16,25,465,3454
GCF_004119975.1,Proteobacteria,Gammaproteobacteria,Klebsiella,pneumoniae,16,25,465,3454
GCF_004119995.1,Proteobacteria,Gammaproteobacteria,Klebsiella,pneumoniae,16,25,465,3454
GCF_004120015.1,Proteobacteria,Gammaproteobacteria,Klebsiella,pneumoniae,16,25,465,3454
GCF_004120035.1,Proteobacteria,Gammaproteobacteria,Klebsiella,pneumoniae,16,25,465,3454
GCF_004120055.1,Proteobacteria,Gammaproteobacteria,Klebsiella,pneumoniae,16,25,465,3454
GCF_004120075.1,Proteobacteria,Gammaproteobacteria,Klebsiella,pneumoniae,16,25,465,3454
GCF_004120095.1,Proteobacteria,Gammaproteobacteria,Klebsiella,pneumoniae,16,25,465,3454
GCF_004120115.1,Proteobacteria,Gammaproteobacteria,Klebsiella,pneumoniae,16,25,465,3454
GCF_004120135.1,Proteobacteria,Gammaproteobacteria,Klebsiella,pneumoniae,16,25,465,3454
GCF_004120155.1,Proteobacteria,Gammaproteobacteria,Klebsiella,pneumoniae,16,25,465,3454
GCF_004120175.1,Proteobacteria,Gammaproteobacteria,Klebsiella,pneumoniae,16,25,465,3454
GCF_004123675.1,Proteobacteria,Alphaproteobacteria,Leisingera,sp._NJS204,16,3,498,4751
GCF_004124015.1,Terrabacteria group,Firmicutes,Streptococcus,pyogenes,20,23,921,3819
GCF_004124035.1,Proteobacteria,Gammaproteobacteria,Salmonella,enterica_subsp._enterica,16,25,856,1412
GCF_004124055.1,Proteobacteria,Gammaproteobacteria,Salmonella,enterica_subsp._enterica,16,25,856,1412
GCF_004124075.1,Terrabacteria group,Firmicutes,Streptococcus,pyogenes,20,23,921,3819
GCF_004124095.1,Proteobacteria,Gammaproteobacteria,Salmonella,enterica_subsp._enterica,16,25,856,1412
GCF_004124115.1,Terrabacteria group,Firmicutes,Streptococcus,pyogenes,20,23,921,3819
GCF_004124135.1,Terrabacteria group,Firmicutes,Streptococcus,pyogenes,20,23,921,3819
GCF_004124155.1,Proteobacteria,Gammaproteobacteria,Salmonella,enterica_subsp._enterica,16,25,856,1412
GCF_004124175.1,Proteobacteria,Gammaproteobacteria,Salmonella,enterica_subsp._enterica,16,25,856,1412
GCF_004124195.1,Proteobacteria,Gammaproteobacteria,Salmonella,enterica_subsp._enterica,16,25,856,1412
GCF_004124215.1,Proteobacteria,Gammaproteobacteria,Salmonella,enterica_subsp._enterica,16,25,856,1412
GCF_004124235.1,Proteobacteria,Gammaproteobacteria,Yersinia,hibernica,16,25,1052,2156
GCF_004124275.1,Proteobacteria,Gammaproteobacteria,Pseudomonas,sp._DTU12.3,16,25,776,4405
GCF_004126495.1,Proteobacteria,Gammaproteobacteria,Salmonella,enterica_subsp._diarizonae,16,25,856,1409
GCF_004135085.1,Terrabacteria group,Actinobacteria,Bifidobacterium,gallinarum,20,2,129,1927
GCF_004135105.1,Proteobacteria,Gammaproteobacteria,Photobacterium,damselae_subsp._damselae,16,25,730,1238
GCF_004135125.1,Proteobacteria,Gammaproteobacteria,Escherichia,coli,16,25,316,1027
GCF_004135145.1,PVC group,Chlamydiae,Chlamydia,trachomatis,15,11,187,5466
GCF_004135165.1,Proteobacteria,Gammaproteobacteria,Escherichia,coli,16,25,316,1027
GCF_004135205.1,Proteobacteria,Gammaproteobacteria,Hahella,sp._KA22,16,25,399,4577
GCF_004135285.1,Terrabacteria group,Actinobacteria,Microbacterium,protaetiae,20,2,583,3595
GCF_004135345.1,Terrabacteria group,Actinobacteria,Xylanimonas,allomyrinae,20,2,1049,220
GCF_004135365.1,Terrabacteria group,Firmicutes,Paenibacillus,protaetiae,20,23,683,3595
GCF_004135385.1,Terrabacteria group,Actinobacteria,Xylanimicrobium,sp._FW10M-9,20,2,1048,4460
GCF_004135405.1,Terrabacteria group,Actinobacteria,Agromyces,protaetiae,20,2,42,3595
GCF_004135585.1,Proteobacteria,Alphaproteobacteria,Sphingosinicella,sp._BN140058,16,3,902,4309
GCF_004135735.1,Proteobacteria,delta/epsilon subdivisions,Sorangium,cellulosum,16,43,894,866
GCF_004135755.1,Proteobacteria,delta/epsilon subdivisions,Sorangium,cellulosum,16,43,894,866
GCF_004135775.1,Proteobacteria,Gammaproteobacteria,Escherichia,coli,16,25,316,1027
GCF_004135795.1,Proteobacteria,Gammaproteobacteria,Klebsiella,pneumoniae,16,25,465,3454
GCF_004135815.1,Proteobacteria,Gammaproteobacteria,Escherichia,coli,16,25,316,1027
GCF_004135835.1,Proteobacteria,Gammaproteobacteria,Salmonella,enterica,16,25,856,1405
GCF_004135855.1,Proteobacteria,Gammaproteobacteria,Escherichia,coli,16,25,316,1027
GCF_004135875.1,Terrabacteria group,Firmicutes,Streptococcus,pyogenes,20,23,921,3819
GCF_004135895.1,Terrabacteria group,Actinobacteria,Bifidobacterium,animalis,20,2,129,302
GCF_004135915.1,Proteobacteria,Gammaproteobacteria,Escherichia,coli,16,25,316,1027
GCF_004135935.1,Proteobacteria,Alphaproteobacteria,Methylovirgula,ligni,16,3,579,2540
GCF_004135975.1,Proteobacteria,delta/epsilon subdivisions,Desulfovibrio,carbinolicus,16,43,275,819
GCF_004136035.1,Proteobacteria,Gammaproteobacteria,Salmonella,enterica_subsp._enterica_serovar_Newport_str._CDC_2009K-1331,16,25,856,1567
GCF_004136055.1,Proteobacteria,Gammaproteobacteria,Salmonella,enterica_subsp._enterica_serovar_Newport_str._USDA-ARS-USMARC-1924,16,25,856,1581
GCF_004136075.1,Proteobacteria,Gammaproteobacteria,Salmonella,enterica_subsp._enterica_serovar_Newport_str._USDA-ARS-USMARC-1925,16,25,856,1582
GCF_004136095.1,Proteobacteria,Gammaproteobacteria,Salmonella,enterica_subsp._enterica_serovar_Newport_str._USDA-ARS-USMARC-1926,16,25,856,1583
GCF_004136115.1,Proteobacteria,Gammaproteobacteria,Salmonella,enterica_subsp._enterica_serovar_Newport_str._CDC_2012K-0663,16,25,856,1569
GCF_004136135.1,Proteobacteria,Gammaproteobacteria,Salmonella,enterica_subsp._enterica_serovar_Newport_str._USDA-ARS-USMARC-1928,16,25,856,1585
GCF_004136155.1,Proteobacteria,Gammaproteobacteria,Salmonella,enterica_subsp._enterica_serovar_Newport_str._USDA-ARS-USMARC-1929,16,25,856,1586
GCF_004136175.1,Proteobacteria,Gammaproteobacteria,Salmonella,enterica_subsp._enterica_serovar_Newport_str._CDC_2012K-0938,16,25,856,1570
GCF_004136235.1,Terrabacteria group,Firmicutes,Staphylococcus,aureus,20,23,912,459
GCF_004136255.1,Terrabacteria group,Firmicutes,Staphylococcus,aureus,20,23,912,459
GCF_004136295.1,Proteobacteria,Betaproteobacteria,Methylibium,sp._Pch-M,16,7,562,4852
GCF_004136315.1,Proteobacteria,Alphaproteobacteria,Mesorhizobium,sp._Pch-S,16,3,558,4853
GCF_004136335.1,Proteobacteria,Gammaproteobacteria,Salmonella,enterica_subsp._enterica_serovar_Typhi,16,25,856,1623
GCF_004136355.1,Proteobacteria,Gammaproteobacteria,Acinetobacter,baumannii,16,25,20,579
GCF_004136375.1,Proteobacteria,Gammaproteobacteria,Xanthomonas,oryzae_pv._oryzae,16,25,1046,3153
GCF_004136395.1,Proteobacteria,Gammaproteobacteria,Xanthomonas,oryzae_pv._oryzae,16,25,1046,3153
GCF_004136415.1,Proteobacteria,Gammaproteobacteria,Pantoea,agglomerans,16,25,690,157
GCF_004136655.1,Terrabacteria group,Firmicutes,Staphylococcus,aureus,20,23,912,459
GCF_004137665.1,Proteobacteria,Gammaproteobacteria,Klebsiella,pneumoniae,16,25,465,3454
GCF_004138605.1,Proteobacteria,Gammaproteobacteria,Enterobacter,roggenkampii,16,25,307,3936
GCF_004138665.1,Proteobacteria,Gammaproteobacteria,Klebsiella,pneumoniae,16,25,465,3454
GCF_004139715.1,FCB group,Bacteroidetes/Chlorobi group,Muriicola,sp._MMS17-SY002,11,6,610,4683
GCF_004141755.1,Terrabacteria group,Firmicutes,Lactobacillus,plantarum,20,23,487,3424
GCF_004141835.1,Terrabacteria group,Firmicutes,Lactobacillus,paracasei,20,23,487,3207
GCF_004141875.1,Terrabacteria group,Firmicutes,Lactobacillus,plantarum,20,23,487,3424
GCF_004141895.1,Terrabacteria group,Firmicutes,Lactobacillus,plantarum,20,23,487,3424
GCF_004141955.1,Proteobacteria,Gammaproteobacteria,Escherichia,coli,16,25,316,1027
GCF_004151605.1,Proteobacteria,Gammaproteobacteria,Enterobacter,cloacae,16,25,307,1009
GCF_004153325.1,Proteobacteria,Gammaproteobacteria,Edwardsiella,piscicida,16,25,297,3411
GCF_004153365.1,Terrabacteria group,Firmicutes,Staphylococcus,aureus_subsp._aureus,20,23,912,466
GCF_004153945.1,Terrabacteria group,Firmicutes,Streptococcus,pyogenes,20,23,921,3819
GCF_004153965.1,Terrabacteria group,Firmicutes,Streptococcus,pyogenes,20,23,921,3819
GCF_004153985.1,Terrabacteria group,Firmicutes,Streptococcus,pyogenes,20,23,921,3819
GCF_004154005.1,Terrabacteria group,Firmicutes,Streptococcus,pyogenes,20,23,921,3819
GCF_004154025.1,Terrabacteria group,Firmicutes,Streptococcus,pyogenes,20,23,921,3819
GCF_004154045.1,Terrabacteria group,Firmicutes,Streptococcus,pyogenes,20,23,921,3819
GCF_004154065.1,Terrabacteria group,Firmicutes,Streptococcus,pyogenes,20,23,921,3819
GCF_004154085.1,Terrabacteria group,Firmicutes,Streptococcus,pyogenes,20,23,921,3819
GCF_004154105.1,Terrabacteria group,Firmicutes,Streptococcus,pyogenes,20,23,921,3819
GCF_004154125.1,Terrabacteria group,Firmicutes,Streptococcus,pyogenes,20,23,921,3819
GCF_004154145.1,Terrabacteria group,Firmicutes,Streptococcus,pyogenes,20,23,921,3819
GCF_004154165.1,Terrabacteria group,Firmicutes,Streptococcus,pyogenes,20,23,921,3819
GCF_004154185.1,Terrabacteria group,Firmicutes,Streptococcus,pyogenes,20,23,921,3819
GCF_004154205.1,Terrabacteria group,Firmicutes,Streptococcus,pyogenes,20,23,921,3819
GCF_004154225.1,Terrabacteria group,Firmicutes,Streptococcus,pyogenes,20,23,921,3819
GCF_004154265.1,Terrabacteria group,Firmicutes,Streptococcus,pyogenes,20,23,921,3819
GCF_004154285.1,Terrabacteria group,Firmicutes,Streptococcus,pyogenes,20,23,921,3819
GCF_004154305.1,Terrabacteria group,Firmicutes,Streptococcus,pyogenes,20,23,921,3819
GCF_004154325.1,Terrabacteria group,Firmicutes,Streptococcus,pyogenes,20,23,921,3819
GCF_004154345.1,Terrabacteria group,Firmicutes,Streptococcus,pyogenes,20,23,921,3819
GCF_004154365.1,Terrabacteria group,Firmicutes,Streptococcus,pyogenes,20,23,921,3819
GCF_004154385.1,Terrabacteria group,Firmicutes,Streptococcus,pyogenes,20,23,921,3819
GCF_004154405.1,Terrabacteria group,Firmicutes,Streptococcus,pyogenes,20,23,921,3819
GCF_004154955.1,Terrabacteria group,Firmicutes,Intestinimonas,butyriciproducens,20,23,445,746
GCF_004168305.1,Proteobacteria,Alphaproteobacteria,Zymomonas,mobilis_subsp._mobilis_ZM4_=_ATCC_31821,16,3,1060,2857
GCF_004168325.1,Proteobacteria,Alphaproteobacteria,Zymomonas,mobilis,16,3,1060,2847
GCF_004168345.1,Proteobacteria,Alphaproteobacteria,Zymomonas,mobilis,16,3,1060,2847
GCF_004168365.1,Proteobacteria,Gammaproteobacteria,Pseudolysobacter,antarcticus,16,25,775,330
GCF_004171285.1,Proteobacteria,Alphaproteobacteria,Wolbachia,pipientis_wAlbB,16,3,1043,3409
GCF_004193635.1,Terrabacteria group,Actinobacteria,Corynebacterium,pseudotuberculosis,20,2,222,3670
GCF_004193655.1,Terrabacteria group,Actinobacteria,Corynebacterium,pseudotuberculosis,20,2,222,3670
GCF_004193675.1,Terrabacteria group,Actinobacteria,Corynebacterium,pseudotuberculosis,20,2,222,3670
GCF_004193695.1,Terrabacteria group,Actinobacteria,Corynebacterium,pseudotuberculosis,20,2,222,3670
GCF_004193715.1,Proteobacteria,Gammaproteobacteria,Enterobacter,cloacae,16,25,307,1009
GCF_004193735.1,Proteobacteria,Gammaproteobacteria,Pseudomonas,aeruginosa,16,25,776,97
GCF_004193755.1,Proteobacteria,Gammaproteobacteria,Escherichia,coli,16,25,316,1027
GCF_004193875.1,Terrabacteria group,Firmicutes,Staphylococcus,aureus,20,23,912,459
GCF_004193895.1,Terrabacteria group,Firmicutes,Staphylococcus,aureus,20,23,912,459
GCF_004193915.1,Proteobacteria,Betaproteobacteria,Pandoraea,sp._XY-2,16,7,688,5060
GCF_004193935.1,Terrabacteria group,Firmicutes,Streptococcus,pyogenes,20,23,921,3819
GCF_004193955.1,Terrabacteria group,Actinobacteria,Corynebacterium,pseudotuberculosis,20,2,222,3670
GCF_004194375.1,Terrabacteria group,Firmicutes,Leuconostoc,mesenteroides,20,23,509,2790
GCF_004194515.1,Proteobacteria,Gammaproteobacteria,Vibrio,parahaemolyticus,16,25,1031,3223
GCF_004194555.1,Proteobacteria,Gammaproteobacteria,Acinetobacter,baumannii,16,25,20,579
GCF_004194605.2,Proteobacteria,Gammaproteobacteria,Salmonella,enterica_subsp._enterica_serovar_Albany,16,25,856,1421
GCF_004194615.2,Proteobacteria,Gammaproteobacteria,Salmonella,enterica_subsp._enterica_serovar_Stanley,16,25,856,1614
GCF_004194625.2,Proteobacteria,Gammaproteobacteria,Salmonella,enterica_subsp._enterica_serovar_Typhimurium,16,25,856,1628
GCF_004194635.2,Proteobacteria,Gammaproteobacteria,Salmonella,enterica_subsp._enterica_serovar_Brancaster,16,25,856,1448
GCF_004208415.1,Terrabacteria group,Chloroflexi,Ktedonosporobacter,rubrisoli,20,12,474,3952
GCF_004208475.1,Proteobacteria,Gammaproteobacteria,Klebsiella,pneumoniae,16,25,465,3454
GCF_004208595.1,Terrabacteria group,Firmicutes,Staphylococcus,aureus,20,23,912,459
GCF_004208615.1,Terrabacteria group,Firmicutes,Lactobacillus,reuteri,20,23,487,3884
GCF_004208635.1,Terrabacteria group,Actinobacteria,Leucobacter,triazinivorans,20,2,508,5526
GCF_004208655.1,Proteobacteria,Alphaproteobacteria,Brucella,melitensis,16,3,151,2756
GCF_004208675.1,Proteobacteria,Alphaproteobacteria,Brucella,melitensis,16,3,151,2756
GCF_004208695.1,Proteobacteria,Alphaproteobacteria,Brucella,melitensis,16,3,151,2756
GCF_004209775.1,Terrabacteria group,Cyanobacteria/Melainabacteria group,Synechococcus,sp._WH_8101,20,15,942,5038
GCF_004209815.1,Terrabacteria group,Actinobacteria,Mycobacteroides,abscessus_subsp._massiliense,20,2,614,18
GCF_004209835.1,Terrabacteria group,Actinobacteria,Mycobacteroides,abscessus_subsp._massiliense,20,2,614,18
GCF_004210255.1,Terrabacteria group,Firmicutes,Blautia,producta,20,23,134,3580
GCF_004214795.1,Proteobacteria,delta/epsilon subdivisions,Arcobacter,pacificus,16,43,90,3184
GCF_004214815.1,Proteobacteria,delta/epsilon subdivisions,Arcobacter,thereius_LMG_24486,16,43,90,5371
GCF_004214895.1,Proteobacteria,Gammaproteobacteria,Pseudomonas,sp._SNU_WT1,16,25,776,4946
GCF_004216475.1,Proteobacteria,Alphaproteobacteria,Thalassococcus,sp._S3,16,3,964,4908
GCF_004216495.1,Terrabacteria group,Tenericutes,Mycoplasma,phocirhinis,20,36,617,3376
GCF_004291075.1,Proteobacteria,Gammaproteobacteria,Pseudomonas,aeruginosa,16,25,776,97
GCF_004291255.1,Terrabacteria group,Firmicutes,Streptococcus,pneumoniae,20,23,921,3454
GCF_004293625.1,Proteobacteria,Gammaproteobacteria,Thiomicrorhabdus,indica,16,25,1003,2268
GCF_004295305.1,Proteobacteria,Gammaproteobacteria,Acinetobacter,nosocomialis,16,25,20,3075
GCF_004295325.1,Proteobacteria,Gammaproteobacteria,Leclercia,adecarboxylata,16,25,495,81
GCF_004295345.1,Proteobacteria,Gammaproteobacteria,Shewanella,maritima,16,25,873,2686
GCF_004295365.1,Proteobacteria,Gammaproteobacteria,Escherichia,coli,16,25,316,1027
GCF_004295385.1,Proteobacteria,Gammaproteobacteria,Klebsiella,pneumoniae,16,25,465,3454
GCF_004295405.1,Proteobacteria,Gammaproteobacteria,Klebsiella,pneumoniae,16,25,465,3454
GCF_004295485.1,Terrabacteria group,Actinobacteria,Janibacter,limosus,20,2,450,2548
GCF_004295525.1,Proteobacteria,delta/epsilon subdivisions,Helicobacter,pylori,16,43,418,3752
GCF_004295545.1,Proteobacteria,delta/epsilon subdivisions,Helicobacter,pylori,16,43,418,3752
GCF_004295585.1,Terrabacteria group,Firmicutes,Cohnella,abietis,20,23,210,2
GCF_004295605.1,Proteobacteria,Gammaproteobacteria,Klebsiella,pneumoniae,16,25,465,3454
GCF_004295625.1,Terrabacteria group,Actinobacteria,Corynebacterium,pseudotuberculosis,20,2,222,3670
GCF_004295645.1,Proteobacteria,Gammaproteobacteria,Pragia,sp._CF-458,16,25,757,4356
GCF_004295665.1,Proteobacteria,Gammaproteobacteria,Litorilituus,sediminis,16,25,516,4057
GCF_004296255.1,Proteobacteria,Alphaproteobacteria,Erythrobacter,flavus,16,3,315,1832
GCF_004296435.1,Proteobacteria,Gammaproteobacteria,Aeromonas,hydrophila,16,25,36,2215
GCF_004299805.1,Proteobacteria,Gammaproteobacteria,Escherichia,coli,16,25,316,1027
GCF_004300825.1,Terrabacteria group,Actinobacteria,Egicoccus,halophilus,20,2,300,2108
